Flota,Ano,CONCEPTO,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SET,OCT,NOV,DIC,PROMEDIO
Artesanal,2003,CHATARRA,251.7,200.12,187.56,174.64,170.22,153.97,166.24,193.56,213.12,243.58,295.8,281.21,210.98
Artesanal,2003,AGRIA COLA,322.21,343.16,359.48,343.2,299.93,308.96,324.56,327.13,366.32,355.67,347.11,346.11,336.99
Artesanal,2003,CABRILLA,932.62,956.26,965.28,1022.75,951.38,1060.56,960.45,904.84,967.79,1121.24,1101.07,1028.37,997.72
Artesanal,2003,PARGO SEDA,828.52,787.14,910.4,1006.08,897.2,757.34,639.8,705.85,679.68,758.67,788.54,751.59,792.57
Artesanal,2003,DORADO,438.67,584.71,1049.26,1539.86,1696.51,1974.62,2133.53,2358.96,1600.1,1427.96,1052.6,921.24,1398.17
Artesanal,2003,MARLIN BLCO.,574.71,685.19,835.9,791.97,779.64,684.33,597.1,460.81,556.23,597.32,740.76,739.44,670.28
Artesanal,2003,MARLIN ROS.,302.31,300.07,214.13,271.45,340.14,255.43,300.33,291,277.42,325.08,333.44,274.95,290.48
Artesanal,2003,TREACHER,134.64,132.42,198.27,195.75,178.47,131.75,110.22,102.47,132.58,126.02,244.93,148.43,153
Artesanal,2003,PEZ VELA,120.06,129.7,197.29,166,165.28,180.37,195.09,200.57,266.85,248.47,222.95,177.27,189.16
Artesanal,2003,PEZ ESPADA,1570.17,2239.06,1652.61,1581.46,1800.43,2569.4,2005.61,1350.21,1135.35,1327.43,1531.08,1273.13,1669.66
Artesanal,2003,TOT PESC EVIS (1),,,,,,,,,,,,,
Artesanal,2003,SARDINA,38.98,54.83,32.63,51.23,61.87,50.85,64.06,102.56,119.37,113.44,58.07,62.96,67.57
Artesanal,2003,ATUN,1497.88,1484.1,1405.19,1578.14,1432.37,1651.67,1792.89,1504.74,1419.2,1499.09,1389.41,1453.22,1508.99
Artesanal,2003,TOT PELAGICOS (2),,,,,,,,,,,,,
Artesanal,2003,CAZON,395.98,409.46,440.79,420.52,371.83,373.21,299.98,292.56,297.12,335.2,314.59,309.85,355.09
Artesanal,2003,POSTA,234.08,294.37,236.49,368.16,402.96,313.78,195.45,268.47,203.44,221.15,183,175.3,258.05
Artesanal,2003,MACO,162.84,146.17,205.92,180.53,116.78,125.35,148.39,122.41,75,150,190.72,223.05,153.93
Artesanal,2003,TOTAL TIBURON (3),,,,,,,,,,,,,
Artesanal,2003,A. PESCADOS (1+2+3),,,,,,,,,,,,,
Artesanal,2003,CAMARON BLCO.,3866.13,4413.92,4456.08,4525.74,4450.65,4095.01,4101.62,4059.42,2667.51,4774.57,3969.32,3558.69,4078.22
Artesanal,2003,CAMARON CAFE,,2500,,,,,,,,,,,2500
Artesanal,2003,CAMARON ROSADO,,,,2800,,,2200,,,2300,,,2433.33
Artesanal,2003,CAMARON FIDEL,,,,,,,,,,,,,
Artesanal,2003,CAMARON CAMELLO,,,,,,,,,,,,,
Artesanal,2003,CAMARON REAL,,,,,,,,,,,,,
Artesanal,2003,CAMARON TITI,1324.75,1153.73,612.62,514.83,814.01,664.57,1095.03,861.97,660.98,800.49,1713.88,1513.43,977.52
Artesanal,2003,TOT CAMARON   (4),,,,,,,,,,,,,
Artesanal,2003,LANG PACIFICA (CTE),2895.77,3323.16,3260.08,4632.58,2985.07,5124.52,3747.73,5201.12,5943.86,4674.04,3639.44,4010.92,4119.86
Artesanal,2003,LANG CARIBE,3000,3018.45,3000,3449.08,3246.65,3438.66,3263.63,3217.02,3040.29,3022.28,3127.82,3041.53,3155.45
Artesanal,2003,TOT LANGOSTA  (5),,,,,,,,,,,,,
Artesanal,2003,CALAMAR,255.44,369.1,304.12,263.77,256.97,201.26,265.76,321.24,357.7,,401.9,479.79,316.1
Artesanal,2003,PULPO,1358.06,1556.65,1727.17,1556.1,1038.15,1132.68,1406.72,1642.69,1694.5,1824.61,1507.81,1958.45,1533.63
Artesanal,2003,PIANGUAS,1661.23,1558.74,1390.76,1656.83,2116.61,1871.15,1824.83,1723.19,1454.92,1889.94,1741.01,1615.27,1708.71
Artesanal,2003,CAMBUTE,,,,,,,,,,,,,
Artesanal,2003,TOT MOLUSCOS  (6)*,,,,,,,,,,,,,
Artesanal,2003,B. TOT MARISCOS (4+5+6),,,,,,,,,,,,,
Artesanal,2003,ALETA TIBURON,4438.67,3637.67,2405.29,2802.44,3024.66,2663.66,3406.15,4336.31,5349.28,4219.85,7964.39,5974.68,4185.25
Artesanal,2003,FILET,,,,,,,,,,,,,
Artesanal,2003,BUCHE,,,,,,,,  ,,,,,
Artesanal,2003,CANGREJO,238.85,224.87,400,391.42,394.17,400,400,,400,400,,581.45,383.08
Artesanal,2003,C. TOT OTROS   (7),,,,,,,,,,,,,
Artesanal,2003,D. TORTUGA     (8),,,,,,,,,,,,,
Artesanal,2003,GRAN TOTAL (õ A+B+C+D),,,,,,,,,,,,,
Industrial,2003,PRIMERA GDE.,,780.65,1043.79,688.89,,,700,,,1000,650,,810.56
Industrial,2003,PRIMERA PEQ.,647.35,540.04,584.31,573.25,549.54,966.03,517.89,762.31,773.78,711.43,673.93,776.67,673.04
Industrial,2003,CLASIFICADO,439.15,451.82,482.68,460.34,426.11,427.33,407.92,437.31,514.21,495.06,431.11,426.6,449.97
Industrial,2003,CHATARRA,208.73,227.41,259.5,272.53,194.84,176.19,193.16,207.73,310.68,307.51,232.65,198.95,232.49
Industrial,2003,AGRIA COLA,330.1,295.08,189.68,213.54,267.21,500,300,200,204.15,,183.38,150,257.56
Industrial,2003,CABRILLA,766.64,815.29,685.18,755.62,1000.81,1087.25,1083.22,1157.43,1033.58,995.73,953.52,1298.82,969.42
Industrial,2003,PARGO SEDA,500,,,,450,,,,,,,,475
Industrial,2003,DORADO,700,,613.7,,,,,,,,,,656.85
Industrial,2003,MARLIN BLCO.,,,,,,,,,,,,,
Industrial,2003,MARLIN ROS.,,,,,,,,,,,,,
Industrial,2003,TREACHER,,,,,,,,,,,,,
Industrial,2003,PEZ VELA,,,,,,,,,,,,,
Industrial,2003,PEZ ESPADA,,,,,,,,,,,,,
Industrial,2003,TOT PESC EVIS (1),,,,,,,,,,,,,
Industrial,2003,SARDINA,71.29,69.97,36.06,55.1,54.79,51.73,44.56,51.69,25.75,54,47.71,53.77,51.37
Industrial,2003,ATUN,117.5,,220.97,210.95,,,,200,150,,,,179.88
Industrial,2003,TOT PELAGICOS (2),,,,,,,,,,,,,
Industrial,2003,CAZON,200,244.41,269.29,253.48,220.55,243.79,235.86,284.71,307.77,285.16,259.52,319.95,260.37
Industrial,2003,POSTA,220,,110,,,,,,,,,,165
Industrial,2003,MACO,,,,,,,,,,,,,
Industrial,2003,TOTAL TIBURON (3),,,,,,,,,,,,,
Industrial,2003,A. PESCADOS (1+2+3),,,,,,,,,,,,,
Industrial,2003,CAMARON BLCO.,5583.63,5477.68,5541.92,5379.9,5609.33,5378.81,4941.51,5374.31,5552.08,5437.75,5035.21,4610.66,5326.9
Industrial,2003,CAMARON CAFE,4473.79,4571.43,5290.99,5359.24,6478.57,,3104.35,4057.14,5450.49,4154.8,5700,,4864.08
Industrial,2003,CAMARON ROSADO,2498.52,2299.74,2406.89,2392.97,2174.18,2010.08,1982.5,2015.02,2026.54,2884.78,2277.44,2260.48,2269.1
Industrial,2003,CAMARON FIDEL,1478.27,1500.26,1509.78,1556.69,1135.28,1027.32,1057.04,1169.66,1150.47,1321.57,1175.13,1220.07,1275.13
Industrial,2003,CAMARON CAMELLO,567.23,374.41,470.48,692.47,740.49,635.39,524.78,447.58,384.97,384.4,308.59,358.27,490.76
Industrial,2003,CAMARON REAL,600,,1255.45,664.88,654.09,1165.35,788.37,704.92,830.98,752.28,1297.54,1318.29,912.01
Industrial,2003,CAMARON TITI,1189.53,1008.98,1056.6,1039.02,911.14,753.99,837.84,861.38,929.51,906.05,878.78,927.39,941.68
Industrial,2003,TOT CAMARON   (4),,,,,,,,,,,,,
Industrial,2003,LANG PACIFICA (CTE),,3857.14,2500,,,,,,,4500,,,3619.05
Industrial,2003,LANG CARIBE,,,,,,,,,,,,,
Industrial,2003,TOT LANGOSTA  (5),,,,,,,,,,,,,
Industrial,2003,CALAMAR,,,,300,,,349.05,343.06,,,650,,
Industrial,2003,PULPO,,,,,,,,,,,,,
Industrial,2003,PIANGUAS,,,,,,,,,,,,,
Industrial,2003,CAMBUTE,,,,,,,2000,,,,,,
Industrial,2003,TOT MOLUSCOS  (6)*,,,,,,,,,,,,,
Industrial,2003,B. TOT MARISCOS (4+5+6),,,,,,,,,,,,,
Industrial,2003,ALETA TIBURON,,,,,,,,,,,,,
Industrial,2003,FILET,,,,,,,,,,,,,
Industrial,2003,BUCHE,,,,,,,,,,,,,
Industrial,2003,CANGREJO,,,,200,,300,300,,,,450,,312.5
Artesanal,2004,PRIMERA GDE.,964.07,1100.2,1281.16,1084.74,895.81,949.41,1187.75,1140.91,1036.48,1060.47,1020.63,960.33,1056.83
Artesanal,2004,PRIMERA PEQ.,827.63,855.49,958.33,1007.89,927.21,866.77,938.43,1026.81,972.31,1000.28,939.48,946.62,938.94
Artesanal,2004,CLASIFICADO,523.35,609.64,665.11,646.19,604.11,602.48,662.42,783.76,738.54,733.73,722.45,623.38,659.6
Artesanal,2004,CHATARRA,228.35,215.04,179.25,186.79,179.61,200.91,205.22,249.98,212.27,251.01,445.76,436.98,249.26
Artesanal,2004,AGRIA COLA,354.3,367.42,384.76,399.5,367.56,369.63,372.44,372.92,390.61,414.91,412.65,403.34,384.17
Artesanal,2004,CABRILLA,1231.52,1317.09,1328.99,1294.99,1244.34,1181.06,1194.4,1199.9,1205,1200.83,1242.09,1171.87,1234.34
Artesanal,2004,PARGO SEDA,799.29,911.79,1063.31,799.12,874.47,866.7,838.2,897.71,887.65,787.28,834.09,893.19,871.07
Artesanal,2004,DORADO,1041.96,1425.46,1812.05,2098.36,2097.34,2198.68,2215.8,1900.23,1795.01,1256.09,873.2,832.4,1628.88
Artesanal,2004,MARLIN BLCO.,863.96,936.92,1239.24,1476.09,1253.77,1197.56,1138.41,1127.83,1041.62,979.43,1072.1,1129.24,1121.35
Artesanal,2004,MARLIN ROS.,355.41,442.98,536.8,630.7,500.62,512.64,453.3,474.6,517.78,422.24,464.12,493.16,483.7
Artesanal,2004,TREACHER,168.99,275.48,305.51,313.31,317.18,332.47,249.93,307.74,310.04,318.61,336.01,296.65,294.33
Artesanal,2004,PEZ VELA,182.35,204.01,317.97,264.44,284.32,346.53,281.63,235.69,204.16,251.08,305.18,347.2,268.71
Artesanal,2004,PEZ ESPADA,1711.63,2005.29,2079.04,2030.65,2287.52,2212.87,2479.17,2302.51,1716.81,1269.7,1801.04,1665.92,1963.51
Artesanal,2004,TOT PESC EVIS (1),,,,,,,,,,,,,
Artesanal,2004,SARDINA,177.79,183.78,195,,95.21,95.74,112.65,107.98,116.77,126.8,35.82,93.78,121.94
Artesanal,2004,ATUN,1646.1,1723.65,1697.14,1771.63,1747.65,2093.8,2039.58,2019.03,1961.55,2257.08,1452.39,1314.14,1810.31
Artesanal,2004,TOT PELAGICOS (2),,,,,,,,,,,,,
Artesanal,2004,CAZON,456.52,542.52,454.34,519.38,584.48,547.75,589.89,562.41,603.42,646.6,617.95,587.77,559.42
Artesanal,2004,POSTA,324.79,404.78,419.1,419.81,418.04,431.36,367.1,408.86,364.02,392.83,372.95,376,391.64
Artesanal,2004,MACO,,153.82,276.62,257.63,260.39,,206.39,291.71,454.36,300,255.48,212.41,266.88
Artesanal,2004,TOTAL TIBURON (3),,,,,,,,,,,,,
Artesanal,2004,A. PESCADOS (1+2+3),,,,,,,,,,,,,
Artesanal,2004,CAMARON BLCO.,3460.77,3525.27,3676.59,4023.11,4299.54,4553.31,4147.73,5617.39,4816.35,4789.24,4603.66,4439.95,4329.41
Artesanal,2004,CAMARON CAFE,,,,,,,,,,,,,
Artesanal,2004,CAMARON ROSADO,2300,,,,,2358.02,,2308.9,1713.55,2000,2333.47,2500,2216.28
Artesanal,2004,CAMARON FIDEL,,,,,,,,,,,1500,,
Artesanal,2004,CAMARON CAMELLO,,,,,,,,,,,,,
Artesanal,2004,CAMARON REAL,,,,,,,,,,,,,
Artesanal,2004,CAMARON TITI,1388.5,988.16,844.81,,685.57,639.58,554.09,575.43,645.06,716.92,596.77,1023.55,787.13
Artesanal,2004,TOT CAMARON   (4),,,,,,,,,,,,,
Artesanal,2004,LANG PACIFICA (CTE),3409.78,4276.63,2911.4,3923.26,3919.88,4009.02,4533.47,4054.11,5233.33,5175.24,3448.6,6361.09,4271.32
Artesanal,2004,LANG CARIBE,3244.83,3058.49,3071.74,3019.64,3001.72,3057.1,2986.02,3141.54,3119.01,3058.58,3108.09,3103.22,3080.83
Artesanal,2004,TOT LANGOSTA  (5),,,,,,,,,,,,,
Artesanal,2004,CALAMAR,,,440.26,379.87,350.29,301.85,316,393.98,294.55,330.95,292.26,439.93,353.99
Artesanal,2004,PULPO,1278.51,1535.31,1523.66,1532.22,1015.29,893.79,653.88,727.76,741.43,746.3,798.07,965.21,1034.29
Artesanal,2004,PIANGUAS,1739.85,1841.19,1896.54,1878,1887.5,1796.41,1762.29,1714.68,1704.77,2079.91,1640.18,728.89,1722.52
Artesanal,2004,CAMBUTE,,,125,,,,,,,,,,
Artesanal,2004,TOT MOLUSCOS  (6)*,,,,,,,,,,,,,
Artesanal,2004,B. TOT MARISCOS (4+5+6),,,,,,,,,,,,,
Artesanal,2004,ALETA TIBURON,6231.42,4883.32,4837.74,6149.57,6773.92,5553.09,5254.82,9992.48,7133.82,7789.53,7477.12,6183.61,6521.7
Artesanal,2004,FILET,827.48,817.85,949.94,999.73,843.24,858.7,1213.19,953.38,979.48,989.43,993.99,1000,952.2
Artesanal,2004,BUCHE,3473.68,,,,,9800,,,9555.56,,,,7609.75
Artesanal,2004,CANGREJO,379.12,358.04,303.44,320.05,293.47,305.99,220.11,,167.27,174.37,417.14,200,285.36
Artesanal,2004,C. TOT OTROS   (7),,,,,,,,,,,,,
Artesanal,2004,D. TORTUGA     (8),,,,,,,,,,,,,
Artesanal,2004,GRAN TOTAL (õ A+B+C+D),,,,,,,,,,,,,
Industrial,2004,PRIMERA GDE.,700,800,1069.77,915.29,1000,553.53,,,,,1000,,862.66
Industrial,2004,PRIMERA PEQ.,756.34,675.71,611.75,557.05,556.13,961.9,910.43,617.86,460.97,592.2,611.16,568.61,656.68
Industrial,2004,CLASIFICADO,445.75,461.92,506.27,533.78,568.74,639.45,655.43,639.07,711.95,481.3,516.78,492.11,554.38
Industrial,2004,CHATARRA,243.43,271.04,294.69,265.81,216.3,242.62,282.19,249.89,191.69,244.97,226.39,164.11,241.09
Industrial,2004,AGRIA COLA,250,,334.96,250,179.9,,243.94,,,,,150,234.8
Industrial,2004,CABRILLA,1071.57,1427.41,1166.06,1121.3,1028.24,1142.91,955.48,1160.09,1174.07,2678.56,975.58,970.99,1239.36
Industrial,2004,PARGO SEDA,500,,,,,,,,,,,,500
Industrial,2004,DORADO,,,,,,,,,,,,,
Industrial,2004,MARLIN BLCO.,,,,,,,,,,,,,
Industrial,2004,MARLIN ROS.,,,,,,,,,,,,,
Industrial,2004,TREACHER,,,,,,,,,,,,,
Industrial,2004,PEZ VELA,,,,,,,,,,,,,
Industrial,2004,PEZ ESPADA,,,,,,,,,,,,,
Industrial,2004,TOT PESC EVIS (1),,,,,,,,,,,,,
Industrial,2004,SARDINA,58.59,53.9,52.44,54.36,54.92,52.88,,52.83,51.46,53.17,54.33,57.45,54.21
Industrial,2004,ATUN,,,,,213.83,148.93,,174.71,200,220.03,150,,184.58
Industrial,2004,TOT PELAGICOS (2),,,,,,,,,,,,,
Industrial,2004,CAZON,253.41,297.53,323.99,370.72,295.54,805.16,365.18,239.42,290.77,302.59,250,340.72,344.59
Industrial,2004,POSTA,,,,,,,,,,,,,
Industrial,2004,MACO,,,,,,,,,,,,,
Industrial,2004,TOTAL TIBURON (3),,,,,,,,,,,,,
Industrial,2004,A. PESCADOS (1+2+3),,,,,,,,,,,,,
Industrial,2004,CAMARON BLCO.,4590.58,4986.54,5241.43,5457.49,5946.15,5903.14,6323.23,6621.8,6565.58,6413.3,6899.36,6503.41,5954.33
Industrial,2004,CAMARON CAFE,3548.71,4272.66,5033.63,,4010.53,,6054.64,5642.6,6000,6029.87,5450.01,,5115.85
Industrial,2004,CAMARON ROSADO,1999.96,2150.82,2265.86,2020.1,1876.64,1824.64,2019.83,2038.69,2228.95,2116.87,2652.63,2446.43,2136.79
Industrial,2004,CAMARON FIDEL,1310.42,1314.84,1971.19,1488.57,1366.51,1338.67,1492.99,1382.08,1338.86,1339.54,1344.73,1392.05,1423.37
Industrial,2004,CAMARON CAMELLO,388.44,480.01,309.11,305.32,294.57,314.05,229.89,461.11,641.46,738.84,567.39,605.15,444.61
Industrial,2004,CAMARON REAL,970.34,1089.46,1064.94,930.9,1057.85,701.4,1538.52,1533.96,,1528.99,,1573.67,1199
Industrial,2004,CAMARON TITI,900.13,1078.76,1093,1320.78,947.12,885.12,868.3,1010.32,1029.59,934.64,1031.98,957.17,1004.74
Industrial,2004,TOT CAMARON   (4),,,,,,,,,,,,,
Industrial,2004,LANG PACIFICA (CTE),,,,2651.06,,,,,,,,,2651.06
Industrial,2004,LANG CARIBE,,,,,,,,,,,,,
Industrial,2004,TOT LANGOSTA  (5),,,,,,,,,,,,,
Industrial,2004,CALAMAR,,,,,450,600,600,,,,450,350,490
Industrial,2004,PULPO,,,,,,,,,,,,,
Industrial,2004,PIANGUAS,,,,,,,,,,,,,
Industrial,2004,CAMBUTE,,,,,,,,,,,,,
Industrial,2004,TOT MOLUSCOS  (6)*,,,,,,,,,,,,,
Industrial,2004,B. TOT MARISCOS (4+5+6),,,,,,,,,,,,,
Industrial,2004,ALETA TIBURON,,,,,,,,,,,,,
Industrial,2004,FILET,,,,,,,,,,,,,
Industrial,2004,BUCHE,,,,,,,,,,,,,
Industrial,2004,CANGREJO,,,,,,,,,,,,350,350
Artesanal,2005,PRIMERA GDE.,1174.71,1539,1409.11,1352.35,1333.2,1489.39,1530.01,1292.45,1091.37,1377.03,1366.53,1395.53,1362.56
Artesanal,2005,PRIMERA PEQ.,1082.94,1115.52,1232.06,1267.78,1220.69,1175.22,1181.81,1207.31,1239.99,1326.21,1399.98,1400.61,1237.51
Artesanal,2005,CLASIFICADO,705.94,758.91,832.05,748.45,731.85,841.88,911.1,877.85,842.53,862.08,834.84,732.07,806.63
Artesanal,2005,CHATARRA,335.06,275.8,228.69,181.79,221.82,244.92,239.84,210.46,242.84,264.66,389.85,336.22,264.33
Artesanal,2005,AGRIA COLA,450.63,456.11,478.09,441.33,461.44,492.5,493.05,479.16,473.16,491.09,518.95,500.19,477.98
Artesanal,2005,CABRILLA,1308.77,1380.61,1517.2,1453.84,1406.96,1373,1535.26,1583.33,1499.68,1497.43,1446.69,1601.35,1467.01
Artesanal,2005,PARGO SEDA,863.27,876.55,975.55,1105.39,924.48,936.41,949.5,1029.41,1080.35,999.28,1117.08,1149.39,1000.56
Artesanal,2005,DORADO,799.45,980.94,1558.7,2204.92,2225.89,2771.75,3128.13,3034.66,2284.03,1606.72,975.35,768.27,1861.57
Artesanal,2005,MARLIN BLCO.,1058.51,1045.78,1243.44,1447.04,1051.88,953.06,976.56,949.99,902.12,1024.1,1288.98,1386.94,1110.7
Artesanal,2005,MARLIN ROS.,492.31,565.89,752.39,752.61,669.22,607.33,685.89,630.52,628.14,612.64,797.17,602.45,649.71
Artesanal,2005,TREACHER,379.24,388.07,408.43,334.4,296.05,255.01,285.96,288.17,298.18,335.21,394.26,400.21,338.6
Artesanal,2005,PEZ VELA,387.92,1413.55,424.69,332.24,388.95,470.91,471.42,433.78,469.04,516.32,582.88,503.35,532.92
Artesanal,2005,PEZ ESPADA,1283.29,2287.58,2056.57,2840.12,2329.62,2011.48,2077.93,2248.81,1846.89,1937.23,1743.78,1979.6,2053.58
Artesanal,2005,TOT PESC EVIS (1),,,,,,,,,,,,,
Artesanal,2005,SARDINA,100,74.68,53.94,73.66,51.99,50,115.79,55.99,52.24,120.21,81.32,82.33,76.01
Artesanal,2005,ATUN,1543.95,1989.22,1473.52,2590.45,2437.69,2095.91,1966.35,2709.12,2667.9,2708.01,1401.47,1569.28,2096.07
Artesanal,2005,TOT PELAGICOS (2),,,,,,,,,,,,,
Artesanal,2005,CAZON,679.24,732.34,811.18,805.76,748.38,697.58,821.06,821.17,830.15,830.3,889.11,882.28,795.71
Artesanal,2005,POSTA,384.4,558.85,458.21,541.13,437.54,544.34,624.49,556.36,581.09,543.58,704.76,589.39,543.68
Artesanal,2005,MACO,295.29,,236.35,308.11,271.01,284.88,284.99,252.23,291.45,237.58,309.68,319.4,281
Artesanal,2005,TOTAL TIBURON (3),,,,,,,,,,,,,
Artesanal,2005,A. PESCADOS (1+2+3),,,,,,,,,,,,,
Artesanal,2005,CAMARON BLCO.,4767.27,5004.12,5151.97,5104.01,5234.3,6194.04,4930.03,5002.99,4778.52,4134.28,4268.73,4144.09,4892.86
Artesanal,2005,CAMARON CAFE,,,,,2500,,,3200,,,,,
Artesanal,2005,CAMARON ROSADO,2500,2173.91,2000,,,,,,,,,,2224.64
Artesanal,2005,CAMARON FIDEL,,,,,,,,,,,,,
Artesanal,2005,CAMARON CAMELLO,,,,,,,,,,,,,
Artesanal,2005,CAMARON REAL,,,,,,,,,,,,,
Artesanal,2005,CAMARON TITI,1046.13,996.7,1078.13,2981.3,661.1,650.18,651.72,682.84,805.17,793.26,663.51,1392.58,1033.55
Artesanal,2005,TOT CAMARON   (4),,,,,,,,,,,,,
Artesanal,2005,LANG PACIFICA (CTE),5416.96,4087.85,4231.55,5759.78,5233.22,6182.4,6798.13,6470.94,5652.87,9230.67,8961.2,4206.5,6019.34
Artesanal,2005,LANG CARIBE,3169.85,3175.99,3156.02,,,,1695,3259.77,3651.99,3703.34,3942.72,4067.08,3313.53
Artesanal,2005,TOT LANGOSTA  (5),,,,,,,,,,,,,
Artesanal,2005,CALAMAR,316.8,304.68,444.17,400,377.48,408.34,391.97,332.03,400,550,479.38,200,383.74
Artesanal,2005,PULPO,960.31,1098.86,1154.43,1211.96,1261.26,1228.21,1252.71,1608.36,1912.66,1864.95,2126.52,2144.25,1485.37
Artesanal,2005,PIANGUAS,1176.71,1111.68,1257.44,1784.86,1606.54,1622.27,2172.66,2609.94,1859.64,1722.92,1678.74,1749.43,1696.07
Artesanal,2005,CAMBUTE,,,,,,,,,,,,,
Artesanal,2005,TOT MOLUSCOS  (6)*,,,,,,,,,,,,,
Artesanal,2005,B. TOT MARISCOS (4+5+6),,,,,,,,,,,,,
Artesanal,2005,ALETA TIBURON,6022.06,5647.65,5764.94,7581.6,6102.98,6244.19,6089.94,6233.02,7723.49,5888.17,8865.77,7035.62,6599.95
Artesanal,2005,FILET,1000,1000,1000,,1146.88,1173.91,676.32,558.65,1600,1122.41,1168.9,1544.52,1090.14
Artesanal,2005,BUCHE,,,,,,,,,,,,,
Artesanal,2005,CANGREJO,495.92,327.81,349.7,359.19,346.9,400,,252.42,250,400,400,,358.19
Artesanal,2005,C. TOT OTROS   (7),,,,,,,,,,,,,
Artesanal,2005,D. TORTUGA     (8),,,,,,,,,,,,,
Artesanal,2005,GRAN TOTAL (õ A+B+C+D),,,,,,,,,,,,,
Industrial,2005,PRIMERA GDE.,800,1179.17,1000,1400,1130.59,1167.71,1000,979.36,1000,1300,1100,,1096.08
Industrial,2005,PRIMERA PEQ.,680.73,752.08,671.81,652.47,649.49,708.17,740.66,735.05,705.89,661.3,684.39,741.39,698.62
Industrial,2005,CLASIFICADO,548.7,626.07,667.36,641.25,717.3,689.8,586.9,546.19,572.53,737.4,609.13,603.1,628.81
Industrial,2005,CHATARRA,253.24,307.28,295.3,264.96,243.16,293.85,366.32,290.23,263.89,333.72,298.01,228.27,286.52
Industrial,2005,AGRIA COLA,,,300,,250,333.54,400,300,,300,,,313.92
Industrial,2005,CABRILLA,,1293.8,1011.29,1246.56,1198.49,1317.8,902.95,1130.64,1552.2,1295.55,1239.88,1323.94,1228.46
Industrial,2005,PARGO SEDA,700,1000,,,,,,,,,,,850
Industrial,2005,DORADO,,,,,,,300,500,,,,,400
Industrial,2005,MARLIN BLCO.,,,,,,,,,,,,,
Industrial,2005,MARLIN ROS.,,,,,,,,,,,,,
Industrial,2005,TREACHER,,,,,,,,,,,,,
Industrial,2005,PEZ VELA,,,,,,,,,,,,,
Industrial,2005,PEZ ESPADA,,,,,,,,,,,,,
Industrial,2005,TOT PESC EVIS (1),,,,,,,,,,,,,
Industrial,2005,SARDINA,57.27,55,53.64,54.64,55.65,58.1,54.52,,56.02,85.43,53.44,55.11,58.07
Industrial,2005,ATUN,197.83,205.55,180,200,200,173.35,200,167.81,200,,250,200,197.69
Industrial,2005,TOT PELAGICOS (2),,,,,,,,,,,,,
Industrial,2005,CAZON,200,325.82,400.09,451.77,464.37,430.28,472.74,444.65,345.07,512.01,503.66,556.96,425.62
Industrial,2005,POSTA,,,,,999.91,,,,,,,,999.91
Industrial,2005,MACO,,,,,,,,,,,,,
Industrial,2005,TOTAL TIBURON (3),,,,,,,,,,,,,
Industrial,2005,A. PESCADOS (1+2+3),,,,,,,,,,,,,
Industrial,2005,CAMARON BLCO.,6564.95,6893.07,7002.31,6941.45,6975.24,4820.62,5871.29,5899.56,5522.9,6026.58,6433.25,6596.42,6295.64
Industrial,2005,CAMARON CAFE,6009.26,6318.34,6072.71,6331.82,6610.6,5084.65,,5744.04,4427.13,5765.24,5983.38,5922.99,5842.74
Industrial,2005,CAMARON ROSADO,2437.6,2625.57,3138.95,3213.9,2594.82,2522.95,2383.03,2273.28,2253.73,2279.74,2170.79,2181.38,2506.31
Industrial,2005,CAMARON FIDEL,1334.1,1243.59,1310.94,1213.74,1147.11,1154.85,1124.87,1114.57,1159.73,1100.69,1120.35,1188.71,1184.44
Industrial,2005,CAMARON CAMELLO,762.5,636.7,325.18,624.28,496.44,409.92,607.61,621.91,673.37,553.5,788.83,716.9,601.43
Industrial,2005,CAMARON REAL,1242.29,1320.65,1084.52,1512.69,1651.69,1648.99,,,,1373.41,1449.98,,1410.53
Industrial,2005,CAMARON TITI,1120.78,1050.56,1191.77,1132.77,1118.81,1167.34,1115.91,1020.54,1062.73,1037.94,820.37,858.17,1058.14
Industrial,2005,TOT CAMARON   (4),,,,,,,,,,,,,
Industrial,2005,LANG PACIFICA (CTE),,5300,,5000,5000,3500,,5000,,,,,4760
Industrial,2005,LANG CARIBE,,,,,,,,,,,,,
Industrial,2005,TOT LANGOSTA  (5),,,,,,,,,,,,,
Industrial,2005,CALAMAR,,,,329.41,176.67,177.27,,326.58,,,,,252.48
Industrial,2005,PULPO,,,,,1147.64,,,,,,,,
Industrial,2005,PIANGUAS,,,,,,,,,,,,,
Industrial,2005,CAMBUTE,,2710.71,,,,,,,,,,,
Industrial,2005,TOT MOLUSCOS  (6)*,,,,,,,,,,,,,
Industrial,2005,B. TOT MARISCOS (4+5+6),,,,,,,,,,,,,
Industrial,2005,ALETA TIBURON,,,,,,,,,,,,,
Industrial,2005,FILET,,350,,,,,,,,,,,
Industrial,2005,BUCHE,,,,,,,,,,,,,
Industrial,2005,CANGREJO,,354.72,,,150,,,195,150,138.75,,,197.69
Artesanal,2006,PRIMERA GDE.,1480.86,1547.83,1595.07,1682.4,1560.23,1776.58,1783.42,1510.58,1573.45,1676.45,1675.08,1707.7,1630.8
Artesanal,2006,PRIMERA PEQ.,1374.56,1214.59,1241.84,1491.47,1436.19,1575.49,1619.1,1622.18,1760.82,1851.8,1766.23,1770.15,1560.37
